lemma,pos,sense_source,sense_target,semantic_relationship
giúis,noun,Saghas crainn síorghlas.,crann síorghlas agus spíonlach mar dhuilliúr air,broader
feabhas,noun,Deirtear go bhfuil feabhas tagtha ar rud nuair atá sé tar éis éirí níos fearr.,maitheas,broader
feabhas,noun,Deirtear go bhfuil feabhas tagtha ar rud nuair atá sé tar éis éirí níos fearr.,biseach,broader
saint,noun,dúil iomarcach i rudaí.,cíocras rómhór chun saibhris etc.,broader
saint,noun,dúil iomarcach i rudaí.,"fonn ceart chun oibre, cumhachta etc.",related
uimhir,noun,Ní teibí a usáidtear le cuir síos a dhéanamh ar mhéid ruda.,"focal nó figiúr a léiríonn cá mhéad (uimhreacha is ea 0, 3, 16, 106 etc.)",exact
aisling,noun,brionglóid a thárlaíonn i rith an lae agus duine ina dhúiseacht.,"radharc a d'fheicfeá i mbrionglóid, fís",related
uaigneas,noun,droch-mhuthúchán a airítear toisc easpa caidreamh le daoine eile.,"cian, cumha",narrower
uachtar,noun,"bia, an chuid den bhainne in a bhfuil an mórchuid den saill.","bia ramhar buí a thagann ar bharr bainne, scamhard",exact
leon,noun,Panthera leo. Catagóir:Bríonna de dhíth,"ainmhí mór fiáin buídhonn de chineál an chait, a mhaireann ar fheoil",exact
cáibín,noun,"Seanhata ídithe; caubeen i mBéarla na hÉireann. Thug sé a cháibín saor leis, thug sé na haenna leis slán sábháilte.",seanhata caite,exact
sean-,adjective,aosta,aosta,exact
